"","x"
"49580","music"
"49581","ever"
"49582","."
"49583","1"
"49584","3"
"49585","30-jul-18"
"49586","white"
"49587","dot"
"49588","""hard"
"49589","hear,"
"49590","blue"
"49591","tooth"
"49592","better"
"49593","speaker."""
"49594","1"
"49595","3"
"49596","30-jul-18"
"49597","black"
"49598","dot"
"49599",""""
"49600","problems,"
"49601","works"
"49602","expected."
"49603","better"
"49604","speaker."""
"49605","1"
"49606","5"
"49607","30-jul-18"
"49608","black"
"49609","dot"
"49610","love"
"49611","......"
"49612","want"
"49613","get"
"49614","another"
"49615","one"
"49616","soon"
"49617","1"
"49618","5"
"49619","30-jul-18"
"49620","white"
"49621","dot"
"49622","great"
"49623","along"
"49624","echo"
"49625","1"
"49626","5"
"49627","30-jul-18"
"49628","black"
"49629","dot"
"49630","2nd"
"49631","echo"
"49632","dot"
"49633","working"
"49634","just"
"49635","want"
"49636","."
"49637","bedroom"
"49638","par"
"49639","small"
"49640","blue"
"49641","tooth"
"49642","speaker."
"49643","last"
"49644","nite"
"49645","went"
"49646","sleep"
"49647","sounds"
"49648","thunderstorm"
"49649","provided"
"49650","echo"
"49651","dot."
"49652","planning"
"49653","dot"
"49654","turn"
"49655","bedroom"
"49656","lamps"
"49657","receive"
"49658","smart"
"49659","plugs"
"49660","ordered."
"49661","1"
"49662","5"
"49663","30-jul-18"
"49664","white"
"49665","dot"
"49666","""daughter"
"49667","wanted"
"49668","white"
"49669","boombox,"
"49670","nothing"
"49671","good"
"49672","11"
"49673","yr"
"49674","old."
"49675","decided"
"49676","go"
"49677","echo"
"49678","dot"
"49679","request"
"49680","+"
"49681","white"
"49682","bt"
"49683","good"
"49684","speaker."
"49685","loved"
"49686","gift"
"49687","nice"
"49688","option"
"49689","many"
"49690","things"
"49691","internet."""
"49692","1"
"49693","1"
"49694","30-jul-18"
"49695","black"
"49696","dot"
"49697","cheap"
"49698","cheap"
"49699","sound."
"49700","0"
"49701","4"
"49702","30-jul-18"
"49703","black"
"49704","dot"
"49705","pretty"
"49706","cool"
"49707","1"
"49708","4"
"49709","30-jul-18"
"49710","black"
"49711","dot"
"49712",""""
"49713","times"
"49714","alexa"
"49715","little"
"49716","&#34;thick&#34;,"
"49717","mostly"
"49718","good!"""
"49719","1"
"49720","5"
"49721","30-jul-18"
"49722","black"
"49723","dot"
"49724","love"
"49725","!!"
"49726","don’t"
"49727","know"
"49728","took"
"49729","long"
"49730","get"
"49731","one"
"49732","—"
"49733","don’t"
"49734","know"
"49735","didn’t"
"49736","get"
"49737","two"
"49738","amazon"
"49739","prime"
"49740","day!"
"49741","1"
"49742","5"
"49743","30-jul-18"
"49744","black"
"49745","dot"
"49746","dated"
"49747","news"
"49748","1"
"49749","5"
"49750","30-jul-18"
"49751","black"
"49752","dot"
"49753","works"
"49754","like"
"49755","champ."
"49756","1"
"49757","5"
"49758","30-jul-18"
"49759","black"
"49760","dot"
"49761","""clear"
"49762","sound,"
"49763","great"
"49764","alarm"
"49765","clock,"
"49766","plays"
"49767","music."
"49768","else"
"49769","can"
"49770","ask"
"49771","."
"49772","oh"
"49773","yeah,"
"49774","can"
"49775","order"
"49776","need."""
"49777","1"
"49778","5"
"49779","30-jul-18"
"49780","white"
"49781","dot"
"49782","love"
"49783","can"
"49784","use"
"49785","cell"
"49786","phone"
"49787","call"
"49788","echo"
"49789","dot."
"49790","can"
"49791","also"
"49792","use"
"49793","echo"
"49794","dot"
"49795","intercoms."
"49796","1"
"49797","5"
"49798","30-jul-18"
"49799","black"
"49800","dot"
"49801","love"
"49802","...just"
"49803","like"
"49804","4"
"49805","."
"49806","1"
"49807","5"
"49808","30-jul-18"
"49809","white"
"49810","dot"
"49811","""great"
"49812","price."
"49813","love"
"49814","echo"
"49815","dot,"""
"49816","1"
"49817","5"
"49818","30-jul-18"
"49819","black"
"49820","dot"
"49821","excellent."
"49822","bought"
"49823","another"
"49824","one"
"49825","yesterday!"
"49826","1"
"49827","5"
"49828","30-jul-18"
"49829","black"
"49830","dot"
"49831","works"
"49832","great"
"49833","1"
"49834","5"
"49835","30-jul-18"
"49836","white"
"49837","dot"
"49838","love"
"49839","!!!"
"49840","daughter"
"49841","enjoys"
"49842","telling"
"49843","alexa"
"49844","."
"49845","haha"
"49846","1"
"49847","5"
"49848","30-jul-18"
"49849","black"
"49850","dot"
"49851","""purchased"
"49852","discount"
"49853","prime"
"49854","day"
"49855","insert"
"49856","portable"
"49857","bluetooth"
"49858","speaker"
"49859","made"
"49860","specifically"
"49861","work"
"49862","echo"
"49863","dot."
"49864","works"
"49865","great,"
"49866","love"
"49867","!"
"49868","now"
"49869","can"
"49870","bring"
"49871","alexa"
"49872","onto"
"49873","patio"
"49874",","
"49875","mostly"
"49876","use"
"49877","music."
"49878","3rd"
"49879","echo"
"49880","product"
"49881","love"
"49882","!"""
"49883","1"
"49884","5"
"49885","30-jul-18"
"49886","black"
"49887","dot"
"49888","just"
"49889","got"
"49890","third"
"49891","one."
"49892","love"
"49893","1"
"49894","5"
"49895","30-jul-18"
"49896","black"
"49897","dot"
"49898","ease"
"49899","installing"
"49900","1"
"49901","5"
"49902","30-jul-18"
"49903","black"
"49904","dot"
"49905","""un"
"49906","excelente"
"49907","equipo"
"49908","inteligente"
"49909","al"
"49910","estar"
"49911","conectado"
"49912","al"
"49913","internet"
"49914","nos"
"49915","provee"
"49916","de"
"49917","m�ltiples"
"49918","funciones"
"49919","tales"
"49920","como,"
"49921","el"
"49922","tiempo,hora,informaci�n"
"49923","de"
"49924","cualquier"
"49925","estudio"
"49926","que"
"49927","est�s"
"49928","realizando"
"49929","atr�s"
"49930","vez"
"49931","del"
"49932","internet."""
"49933","1"
"49934","2"
"49935","30-jul-18"
"49936","black"
"49937","dot"
"49938",""""
"49939","price,"
"49940","product"
"49941","nice"
"49942","quality"
"49943","nice"
"49944","features."
"49945","definitely"
"49946","complaints"
"49947","."
"49948","reason"
"49949","gave"
"49950","3"
"49951","stars"
"49952","echo"
"49953","dot"
"49954","thought"
"49955","going"
"49956","may"
"49957","just"
"49958","buyer"
"49959","error."
"49960","first,"
"49961","didn’t"
"49962","know"
"49963","product"
"49964","plugged"
"49965","times"
"49966","work."
"49967","really"
"49968","don’t"
"49969","like"
"49970","it’s"
"49971","stand"
"49972","alone"
"49973","device."
"49974","also,"
"49975","speaker"
"49976","loud"
"49977","buying"
"49978","bluetooth"
"49979","speaker,"
"49980","don’t."
"49981","lastly,"
"49982","i’m"
"49983","sure"
"49984","echo"
"49985","dot"
"49986","can"
"49987","lot"
"49988","haven’t"
"49989","quite"
"49990","figured"
"49991","use"
"49992","fully"
"49993","just"
"49994","kind"
"49995","seems"
"49996","like"
"49997","unnecessary"
"49998","device"
"49999",","
"50000","plus"
"50001","setting"
"50002","awful."
"50003","definitely"
"50004","save"
"50005","money"
"50006","buy"
"50007","nicer"
"50008","one"
"50009","actually"
"50010","“alexa”."""
"50011","0"
"50012","5"
"50013","30-jul-18"
"50014","black"
"50015","dot"
"50016",""""
"50017","love"
"50018","product"
"50019","far"
"50020","things"
"50021","can"
"50022","..."
"50023","set"
"50024","timer,"
"50025","reminder,"
"50026","play"
"50027","music"
"50028","games."
"50029","dont"
"50030","like"
"50031","get"
"50032","full"
"50033","enjoyment"
"50034","purchase"
"50035","many"
"50036","things."
"50037","also"
"50038","difficult"
"50039","set"
"50040","."
"50041","directions"
"50042","made"
"50043","sound"
"50044","simple"
"50045","one,"
"50046","two,"
"50047","three"
"50048","forgot"
"50049","step"
"50050","four,"
"50051","five"
"50052","six."
"50053","almost"
"50054","ready"
"50055","send"
"50056","back."
"50057","app"
"50058","extremely"
"50059","slow"
"50060","took"
"50061","hours"
"50062","get"
"50063","thing"
"50064","set"
"50065","."
"50066","however"
"50067","depending"
"50068","going"
"50069","using"
"50070","think"
"50071","ok"
"50072","item."""
"50073","1"
"50074","5"
"50075","30-jul-18"
"50076","white"
"50077","dot"
"50078","love"
"50079","echo"
"50080","dot"
"50081","it’s"
"50082","amaxing!!!"
"50083","1"
"50084","4"
"50085","30-jul-18"
"50086","black"
"50087","dot"
"50088",""""
"50089","like"
"50090","use"
"50091","listening"
"50092","podcasts."
"50093","like"
"50094","set"
"50095","greeting"
"50096","morning"
"50097","tell"
"50098","whats"
"50099","new."
"50100","one"
"50101","thing"
"50102","dont"
"50103","like"
"50104","getting"
"50105","recognize"
"50106","radio"
"50107","station"
"50108","wanted"
"50109","listen"
"50110","."
"50111","finally"
"50112","got"
"50113","working,"
"50114","work"
"50115","bugs."""
"50116","1"
"50117","5"
"50118","30-jul-18"
"50119","black"
"50120","dot"
"50121","""just"
"50122","like"
"50123","big"
"50124","sister,"
"50125","echo,"
"50126","smaller,"
"50127","slightly"
"50128","less"
"50129","audio"
"50130","fidelity,"
"50131","much"
"50132","lower"
"50133","price"
"50134","("
"50135","amazon"
"50136","prime"
"50137","day:-)used"
"50138","another"
"50139","room"
"50140","add"
"50141","alexa"
"50142","additional"
"50143","room."
"50144","1"
"50145","5"
"50146","30-jul-18"
"50147","black"
"50148","dot"
"50149","everything"
"50150","big"
"50151","guy"
"50152","1"
"50153","5"
"50154","30-jul-18"
"50155","black"
"50156","dot"
"50157","great"
"50158","product"
"50159","-"
"50160","understands"
"50161","accent!"
"50162","1"
"50163","5"
"50164","30-jul-18"
"50165","black"
"50166","dot"
"50167","love"
"50168","..."
"50169","stop"
"50170","using"
"50171",".."
"50172","1"
"50173","5"
"50174","30-jul-18"
"50175","white"
"50176","dot"
"50177","really"
"50178","like"
"50179","availability"
"50180","get"
"50181","instant"
"50182","music"
"50183","throughout"
"50184","house."
"50185","1"
"50186","3"
"50187","30-jul-18"
"50188","white"
"50189","dot"
"50190","1"
"50191","5"
"50192","30-jul-18"
"50193","white"
"50194","dot"
"50195","handy"
"50196","kitchen,"
"50197","sets"
"50198","timer"
"50199","gives"
"50200","extra"
"50201","help"
"50202","setting"
"50203","oven"
"50204","temps."
"50205","1"
"50206","5"
"50207","30-jul-18"
"50208","black"
"50209","dot"
"50210","cool"
"50211","little"
"50212","speaker.."
"50213","love"
"50214","alarms"
"50215","connected"
"50216","speakers"
"50217","sounds"
"50218","great!!"
"50219","1"
"50220","5"
"50221","30-jul-18"
"50222","black"
"50223","dot"
"50224","s"
"50225","great"
"50226","tool"
"50227","helping"
"50228","information."
"50229","1"
"50230","1"
"50231","30-jul-18"
"50232","white"
"50233","dot"
"50234","used"
"50235","twice"
"50236","working!!!!!!!"
"50237","0"
"50238","5"
"50239","30-jul-18"
"50240","black"
"50241","dot"
"50242","awesome"
"50243","piece"
"50244","technology"
"50245","simplified"
"50246","life."
"50247","great"
"50248","purchase."
"50249","1"
"50250","3"
"50251","30-jul-18"
"50252","black"
"50253","dot"
"50254","jumped"
"50255","bandwagon"
"50256","purchasing"
"50257","echo."
"50258","feel"
"50259","like"
"50260","struggle"
"50261","getting"
"50262","connected"
"50263","three"
"50264","days"
"50265","later,"
"50266","device"
"50267","sharing"
"50268","news"
"50269","weather."
"50270","now"
"50271","use"
"50272",","
"50273","tapped"
"50274","options."
"50275","still"
"50276","testing"
"50277","."
"50278","1"
"50279","4"
"50280","30-jul-18"
"50281","white"
"50282","dot"
"50283","love"
"50284","alexa."
"50285","love"
"50286","echo"
"50287","dot"
"50288","trouble"
"50289","speakers"
"50290","using"
"50291","intercom."
"50292","1"
"50293","5"
"50294","30-jul-18"
"50295","white"
"50296","dot"
"50297","love"
"50298",","
"50299","now"
"50300","can"
"50301","find"
"50302","correct"
"50303","smart"
"50304","(links)plug"
"50305","connect"
"50306","1"
"50307","4"
"50308","30-jul-18"
"50309","white"
"50310","dot"
"50311","work"
"50312","pretty"
"50313","well"
"50314","1"
"50315","4"
"50316","30-jul-18"
"50317","black"
"50318","dot"
"50319","still"
"50320","learning"
"50321","1"
"50322","5"
"50323","30-jul-18"
"50324","white"
"50325","dot"
"50326","really"
"50327","love"
"50328","echo"
"50329","dot,"
"50330","can"
"50331","get"
"50332","questions"
"50333","answered"
"50334","right"
"50335","away"
"50336","play"
"50337","music"
"50338","can"
"50339","think"
"50340","."
"50341","1"
"50342","5"
"50343","30-jul-18"
"50344","black"
"50345","dot"
"50346","usual"
"50347","reliable"
"50348","alexa"
"50349","1"
"50350","3"
"50351","30-jul-18"
"50352","black"
"50353","dot"
"50354","speaker"
"50355","better"
"50356","qualty"
"50357","1"
"50358","1"
"50359","30-jul-18"
"50360","black"
"50361","dot"
"50362","device"
"50363","interact"
"50364","home"
"50365","filled"
"50366","apple"
"50367","devices."
"50368","disappointing!"
"50369","0"
"50370","5"
"50371","30-jul-18"
"50372","black"
"50373","dot"
"50374","echo"
"50375","wanted"
"50376","something"
"50377","smaller"
"50378","another"
"50379","room"
"50380","work"
"50381","together"
"50382","great"
"50383","1"
"50384","5"
"50385","30-jul-18"
"50386","black"
"50387","dot"
"50388","love"
"50389","!!"
"50390","handy"
"50391","easy"
"50392","use."
"50393","got"
"50394","classroom,"
"50395","many"
"50396","need"
"50397","just"
"50398","get"
"50399","another"
"50400","one."
"50401","1"
"50402","5"
"50403","30-jul-18"
"50404","black"
"50405","dot"
"50406","pleased"
"50407","1"
"50408","4"
"50409","30-jul-18"
"50410","black"
"50411","dot"
"50412","primarily"
"50413","music"
"50414","bedroom."
"50415","wish"
"50416","speaker"
"50417","better"
"50418","fidelity."
"50419","1"
"50420","5"
"50421","30-jul-18"
"50422","black"
"50423","dot"
"50424","nice"
"50425","1"
"50426","5"
"50427","30-jul-18"
"50428","black"
"50429","dot"
"50430","music,"
"50431","weather,"
"50432","time."
"50433","1"
"50434","5"
"50435","30-jul-18"
"50436","black"
"50437","dot"
"50438","great,"
"50439","love"
"50440","!"
"50441","1"
"50442","2"
"50443","30-jul-18"
"50444","white"
"50445","dot"
"50446","happy."
"50447","speaker"
"50448","isn’t"
"50449","great"
"50450","reason"
"50451","lot"
"50452","times"
"50453","play"
"50454","music"
"50455","will"
"50456","start"
"50457","make"
"50458","weird"
"50459","noise"
"50460","just"
"50461","stop."
"50462","son"
"50463","google"
"50464","home"
"50465","much"
"50466","better"
"50467","0"
"50468","3"
"50469","30-jul-18"
"50470","black"
"50471","dot"
"50472","impressed"
"50473","1"
"50474","5"
"50475","30-jul-18"
"50476","black"
"50477","dot"
"50478","really"
"50479","like"
"50480","."
"50481","1"
"50482","5"
"50483","30-jul-18"
"50484","white"
"50485","dot"
"50486","takes"
"50487","learn"
"50488","uses"
"50489","still"
"50490","learning!"
"50491","1"
"50492","5"
"50493","30-jul-18"
"50494","black"
"50495","dot"
"50496","alexa"
"50497","phenomenal!"
"50498","1"
"50499","2"
"50500","30-jul-18"
"50501","black"
"50502","dot"
"50503","think"
"50504","really"
"50505","doesn’t"
"50506","much."
"50507","play"
"50508","music,"
"50509","answer"
"50510","stupid"
"50511","questions,"
"50512","finally"
"50513","able"
"50514","hook"
"50515","thermostat."
"50516","can"
"50517","see"
"50518","price"
"50519","dropping"
"50520","like"
"50521","rock."
"50522","0"
"50523","4"
"50524","30-jul-18"
"50525","black"
"50526","dot"
"50527","echo"
"50528","dot"
"50529","(2nd"
"50530","generation)"
"50531","smart"
"50532","speaker"
"50533","compound"
"50534","size,"
"50535","however"
"50536","projects"
"50537","good"
"50538","sound."
"50539","also"
"50540","port"
"50541","can"
"50542","connect"
"50543","external"
"50544","speaker"
"50545","greater"
"50546","projection"
"50547","sound."
"50548","also"
"50549","like"
"50550","size"
"50551","awkward,"
"50552","doesnt"
"50553","take"
"50554","lot"
"50555","space."
"50556","works"
"50557","great"
"50558","alexa"
"50559","app."
"50560","also"
"50561","think"
"50562","size"
"50563","great"
"50564","college"
"50565","students"
"50566","live"
"50567","dorm"
"50568","rooms"
"50569","small"
"50570","limited"
"50571","spacing."
"50572","1"
"50573","5"
"50574","30-jul-18"
"50575","black"
"50576","dot"
"50577","use"
"50578","echo"
"50579","dot"
"50580","several"
"50581","different"
"50582","ways"
"50583","home."
"50584","use"
"50585","downstairs"
"50586","control"
"50587","lighting."
"50588","also"
"50589","take"
"50590","deck"
"50591","stream"
"50592","music"
"50593","bluetooth"
"50594","speaker."
"50595","works"
"50596","great"
"50597","need."
"50598","1"
"50599","5"
"50600","30-jul-18"
"50601","white"
"50602","dot"
"50603","echo"
"50604","wanted"
"50605","dot"
"50606","bedroom."
"50607","even"
"50608","easier"
"50609","set"
"50610","original"
"50611","echo."
"50612","1"
"50613","5"
"50614","30-jul-18"
"50615","black"
"50616","dot"
"50617","makes"
"50618","turning"
"50619","things"
"50620","house"
"50621","simple."
"50622","great"
"50623","little"
"50624","updates"
"50625","well,"
"50626","like"
"50627","checking"
"50628","weather"
"50629","."
"50630","1"
"50631","5"
"50632","30-jul-18"
"50633","black"
"50634","dot"
"50635","great"
"50636","product,"
"50637","fun"
"50638","use!!"
"50639","1"
"50640","4"
"50641","30-jul-18"
"50642","black"
"50643","dot"
"50644","needs"
"50645","smarter"
"50646","1"
"50647","5"
"50648","30-jul-18"
"50649","black"
"50650","dot"
"50651","really"
"50652","enjoy"
"50653","able"
"50654","just"
"50655","make"
"50656","request"
"50657","favorite"
"50658","music"
"50659","happens"
"50660","complaints"
"50661","time..."
"50662","1"
"50663","5"
"50664","30-jul-18"
"50665","black"
"50666","dot"
"50667","love"
"50668","."
"50669","works"
"50670","great"
"50671","making"
"50672","home"
"50673","smarthome"
"50674","1"
"50675","5"
"50676","30-jul-18"
"50677","white"
"50678","dot"
"50679","really"
"50680","like"
"50681","echo"
"50682","dot."
"50683","it’s"
"50684","amazing"
"50685","able"
"50686","set"
"50687","alarm"
"50688","timer"
"50689","just"
"50690","talking"
"50691","echo"
"50692","dot."
"50693","1"
"50694","5"
"50695","30-jul-18"
"50696","white"
"50697","dot"
"50698","convenient"
"50699","fun."
"50700","1"
"50701","4"
"50702","30-jul-18"
"50703","white"
"50704","dot"
"50705","alright...."
"50706","1"
"50707","4"
"50708","30-jul-18"
"50709","black"
"50710","dot"
"50711","first"
"50712","alexa"
"50713","enabled"
"50714","device"
"50715","far"
"50716","lived"
"50717","reputation!"
"50718","1"
"50719","5"
"50720","30-jul-18"
"50721","black"
"50722","dot"
"50723","love"
"50724","searching"
"50725","alexa"
"50726","skill"
"50727","shop"
"50728","app."
"50729","useful"
"50730","things"
"50731","like"
"50732","alexa"
"50733","turn"
"50734","lights"
"50735",","
"50736","listening"
"50737","news"
"50738","updates"
"50739","every"
"50740","morning."
"50741","fun"
"50742","stuff"
"50743","like"
"50744","telling"
"50745","alexa"
"50746","make"
"50747","star"
"50748","trek"
"50749","red"
"50750","alert"
"50751","nois."
"50752","playing"
"50753","song"
"50754","quiz"
"50755","friends."
"50756","1"
"50757","4"
"50758","30-jul-18"
"50759","black"
"50760","dot"
"50761","second"
"50762","dot."
"50763","1"
"50764","5"
"50765","30-jul-18"
"50766","black"
"50767","dot"
"50768","son"
"50769","loves"
"50770","."
"50771","1"
"50772","5"
"50773","30-jul-18"
"50774","black"
"50775","dot"
"50776","love"
"50777","compact"
"50778","."
"50779","1"
"50780","1"
"50781","30-jul-18"
"50782","black"
"50783","dot"
"50784","worked"
"50785","well"
"50786","6"
"50787","months"
"50788","stopped"
"50789","connecting"
"50790","internet"
"50791","(wifi)"
"50792","none"
"50793","trouble"
"50794","shooting"
"50795","efforts"
"50796","worked."
"50797","amazon"
"50798","customer"
"50799","service"
"50800","couldnt"
"50801","help"
"50802","told"
"50803","warranty"
"50804","3"
"50805","months,"
"50806","disappointing,"
"50807","werent"
"50808","willing"
"50809","replace."
"50810","0"
"50811","5"
"50812","30-jul-18"
"50813","black"
"50814","dot"
"50815","talks"
"50816",","
"50817","plays"
"50818","type"
"50819","music"
"50820","want"
"50821","listen"
"50822",","
"50823","even"
"50824","turns"
"50825","ask"
"50826","."
"50827","1"
"50828","2"
"50829","30-jul-18"
"50830","black"
"50831","dot"
"50832","ask"
"50833","play"
"50834","motown"
"50835","radio"
"50836","pandora"
"50837","keeps"
"50838","asking"
"50839","want"
"50840","add"
"50841","salsa"
"50842","station."
"50843","motown"
"50844","isn’t"
"50845","close"
"50846","salsa"
"50847","phonetically."
"50848","0"
"50849","5"
"50850","30-jul-18"
"50851","black"
"50852","dot"
"50853","love"
"50854",","
"50855","still"
"50856","learning"
"50857","capabilities,"
"50858","lot"
"50859","fun."
"50860","1"
"50861","4"
"50862","30-jul-18"
"50863","black"
"50864","dot"
"50865","easy"
"50866","set"
"50867","."
"50868","still"
"50869","trying"
"50870","get"
"50871","connect"
"50872","light"
"50873","bulb"
"50874","smart"
"50875","plug."
"50876","grandkids"
"50877","think"
"50878","alex"
"50879","cool!"
"50880","1"
"50881","5"
"50882","30-jul-18"
"50883","white"
"50884","dot"
"50885","love"
"50886","!"
"50887","use"
"50888","everything."
"50889","it’s"
"50890","part"
"50891","daily"
"50892","routine"
"50893","1"
"50894","4"
"50895","30-jul-18"
"50896","black"
"50897","dot"
"50898","alexa"
"50899","program"
"50900","great,"
"50901","quality"
"50902","best."
"50903","definitely"
"50904","louder."
"50905","1"
"50906","4"
"50907","30-jul-18"
"50908","white"
"50909","dot"
"50910","overall"
"50911","like"
"50912","."
"50913","though"
"50914","siri"
"50915","phone"
"50916","can"
"50917","need"
"50918","don’t"
"50919","“smart"
"50920","home”"
"50921","don’t"
"50922","intend"
"50923","make"
"50924","one."
"50925","it’s"
"50926","fun"
"50927","use"
"50928","music"
"50929","read"
"50930","audible"
"50931","books."
"50932","1"
"50933","3"
"50934","30-jul-18"
"50935","black"
"50936","dot"
"50937","alexa"
"50938","pretty"
"50939","basic"
"50940","almost"
"50941","like"
"50942","toy."
"50943","released"
"50944","market"
"50945","without"
"50946","proper"
"50947","development."
"50948","speech"
"50949","recognition"
"50950","fails"
"50951","understand"
"50952","basic"
"50953","american"
"50954","british"
"50955","accent."
"50956","music"
"50957","can"
"50958","play"
"50959","restrictive."
"50960","speech"
"50961","refined"
"50962","way"
"50963","understand"
"50964","(almost"
"50965",")"
"50966","human"
"50967","speaking."
"50968","linking"
"50969","youtube"
"50970","via"
"50971","amazon"
"50972","web"
"50973","services"
"50974","work."
"50975","1"
"50976","5"
"50977","30-jul-18"
"50978","white"
"50979","dot"
"50980","set"
"50981","easy."
"50982","1"
"50983","5"
"50984","30-jul-18"
"50985","black"
"50986","dot"
"50987","love"
"50988","1"
"50989","4"
"50990","30-jul-18"
"50991","black"
"50992","dot"
"50993","amazed"
"50994","alarm."
"50995","tell"
"50996","alexa"
"50997","wake"
"50998","particular"
"50999","song"
"51000","."
"51001","love"
"51002","play"
"51003","list"
"51004","music."
"51005","sure"
"51006","keep"
"51007","prime"
"51008","music"
"51009","will"
"51010","still"
"51011","available."
"51012","however"
"51013","love"
"51014","fact"
"51015","amazon"
"51016","gave"
"51017","music"
"51018","free"
"51019","3"
"51020","months..."
"51021","given"
"51022","prime"
"51023","free"
"51024","3"
"51025","months"
"51026","well."
"51027","1"
"51028","5"
"51029","30-jul-18"
"51030","white"
"51031","dot"
"51032","love"
"51033","things"
"51034","can"
"51035","."
"51036","can"
"51037","play"
"51038","learn"
"51039","."
"51040","1"
"51041","5"
"51042","30-jul-18"
"51043","black"
"51044","dot"
"51045","debating"
"51046","getting"
"51047","one,"
"51048","happy"
"51049","!"
"51050","still"
"51051","explore."
"51052","thanks!"
"51053","1"
"51054","5"
"51055","30-jul-18"
"51056","white"
"51057","dot"
"51058","im"
"51059","finding"
"51060","uses"
"51061","time."
"51062","keeps"
"51063","informed"
"51064","news"
"51065","weather,"
"51066","can"
"51067","get"
"51068","daily"
"51069","bible"
"51070","verse,"
"51071","play"
"51072","music."
"51073","new"
"51074","skills"
"51075","added"
"51076","time."
"51077","future"
"51078","!"""
"51079","1"
"51080","5"
"51081","30-jul-18"
"51082","white"
"51083","dot"
"51084","love"
"51085","watch"
"51086","wife"
"51087","argue"
"51088","alexa."
"51089","woke"
"51090","one"
"51091","night"
"51092","listening"
"51093","alexa"
"51094","talking"
"51095","cell"
"51096","phone."
"51097","????"
"51098","1"
"51099","5"
"51100","30-jul-18"
"51101","black"
"51102","dot"
"51103","1"
"51104","1"
"51105","30-jul-18"
"51106","white"
"51107","dot"
"51108","0"
"51109","4"
"51110","30-jul-18"
"51111","black"
"51112","dot"
"51113","gave"
"51114","gift"
"51115","-"
"51116","loved"
"51117","."
"51118","1"
"51119","5"
"51120","30-jul-18"
"51121","black"
"51122","dot"
"51123","echo"
"51124","dot"
"51125","everything"
"51126","expected"
"51127","."
"51128","1"
"51129","5"
"51130","30-jul-18"
"51131","black"
"51132","dot"
"51133","love"
"51134","super"
"51135","convenient"
"51136","makes"
"51137","life"
"51138","little"
"51139","easier"
"51140","1"
"51141","5"
"51142","30-jul-18"
"51143","white"
"51144","dot"
"51145",""""
"51146","love"
"51147","echo"
"51148","dot."
"51149","many"
"51150","features"
"51151","works"
"51152","great."
"51153","thing"
"51154","dont"
"51155","like"
"51156",","
"51157","cant"
"51158","play"
"51159","imusic"
"51160","."
"51161","im"
"51162","going"
"51163","pay"
"51164","spotify"
"51165","amazon"
"51166","music"
"51167","account."
"51168","1"
"51169","4"
"51170","30-jul-18"
"51171","white"
"51172","dot"
"51173","great."
"51174","lots"
"51175","fun!!"
"51176","1"
"51177","4"
"51178","30-jul-18"
"51179","white"
"51180","dot"
"51181","easy"
"51182","setup."
"51183","alexa"
"51184","needs"
"51185","lot"
"51186","training,"
"51187","1"
"51188","5"
"51189","30-jul-18"
"51190","white"
"51191","dot"
"51192","third"
"51193","echo"
"51194","dot"
"51195","purchased."
"51196","love"
"51197","product."
"51198","1"
"51199","5"
"51200","30-jul-18"
"51201","black"
"51202","dot"
"51203","like"
"51204","compact"
"51205","structure"
"51206","dot."
"51207","sound"
"51208","little"
"51209","low."
"51210","1"
"51211","4"
"51212","30-jul-18"
"51213","white"
"51214","dot"
"51215","handy"
"51216","dont"
"51217","expect"
"51218","much"
"51219","much"
"51220","""""dumber"""""
"51221","assistant"
"51222","phone."""
"51223","1"
"51224","5"
"51225","30-jul-18"
"51226","black"
"51227","dot"
"51228","easy"
"51229","set"
"51230","use."
"51231","new"
"51232","features"
"51233","skills"
"51234","added"
"51235","time."
"51236","love"
"51237","product"
"51238","dislike"
"51239","can’t"
"51240","sync"
"51241","apple"
"51242","music"
"51243","alexa"
"51244","play"
"51245",""
"51246","just"
"51247","one"
"51248","week"
"51249","far"
"51250","can"
"51251","say"
"51252","blast"
"51253","."
"51254","love"
"51255",""
"51256","works"
"51257","like"
"51258","charm."
"51259","good"
"51260","speaker"
"51261","bedroom"
"51262","office"
"51263","small"
"51264","speaker"
"51265","tin"
"51266","sound."
"51267","great"
"51268","good"
"51269","bluetooth"
"51270","speaker."
"51271","fun"
"51272","information."
"51273","dislikes"
"51274","far"
"51275","!!"
"51276","like"
"51277","convenience!!"
"51278",""
"51279","easy"
"51280","set"
"51281","affordable!"
"51282","love"
"51283","!"
"51284",""
"51285","love"
"51286","can"
"51287","shut"
"51288","microphone"
"51289","night"
"51290","children"
"51291","can’t"
"51292","talk"
"51293","bed"
"51294","time"
"51295","automatic"
"51296","sleep"
"51297","timer"
"51298","lullaby"
"51299","music."
"51300","sure"
"51301","survived"
"51302","long."
"51303","echo"
"51304","dot"
"51305","related"
"51306","devices"
"51307","best"
"51308","thing"
"51309","come"
"51310","long"
"51311","time."
"51312",""
"51313","sound"
"51314","quality"
"51315","wasn’t"
"51316","great,"
"51317","inexpensive"
"51318","works"
"51319","great..."
"51320","bought"
"51321","shop"
"51322","like"
"51323","intercom"
"51324","house."
"51325",""
"51326","isn’t"
"51327","bad"
"51328","."
"51329","issues"
"51330","actually"
"51331","playing"
"51332","want."
"51333","getting"
"51334","use"
"51335","iheartradio"
"51336","properly"
"51337","playing"
"51338","station"
"51339","want"
"51340","challenge"
